9:5:value:4000:1280962000
10:10:value:4000:1498546000
9:10:value:4000:1307311000
10:6:value:4000:1534371000
10:5:value:4000:1540509000
10:1:value:4000:1509293000
9:4:value:4000:1348550000
10:3:value:4000:1528674000
10:4:value:4000:1543072000
9:2:value:4000:1344734000
9:6:value:4000:1357661000
9:7:value:4000:1365723000
10:2:value:4000:1534595000
9:9:value:4000:1378470000
9:8:value:4000:1378939000
9:1:value:4000:1348862000
10:8:value:4000:1567873000
9:3:value:4000:1356456000
10:9:value:4000:1596073000
10:7:value:4000:1592914000
8:9:value:4000:565995000
8:10:value:4000:583848000
8:4:value:4000:563135000
8:5:value:4000:576895000
8:2:value:4000:566407000
8:6:value:4000:780689000
8:8:value:4000:785389000
8:1:value:4000:765677000
8:7:value:4000:795440000
8:3:value:4000:808078000
7:7:value:4000:543195000
7:5:value:4000:533340000
7:3:value:4000:542381000
7:2:value:4000:587591000
7:6:value:4000:609799000
7:9:value:4000:614119000
7:1:value:4000:747512000
7:8:value:4000:809204000
7:10:value:4000:831800000
7:4:value:4000:810222000
6:9:value:4000:464773000
6:5:value:4000:541128000
6:6:value:4000:547078000
6:4:value:4000:556482000
6:7:value:4000:566383000
6:10:value:4000:601218000
6:1:value:4000:556908000
6:3:value:4000:586209000
6:2:value:4000:740412000
6:8:value:4000:816660000
5:10:value:4000:519594000
5:8:value:4000:578530000
5:9:value:4000:578975000
5:1:value:4000:562851000
5:2:value:4000:584136000
5:4:value:4000:591132000
5:7:value:4000:623976000
5:5:value:4000:642943000
5:6:value:4000:664171000
5:3:value:4000:837834000
4:2:value:4000:468395000
4:8:value:4000:499402000
4:5:value:4000:589226000
4:7:value:4000:769257000
4:3:value:4000:767505000
4:9:value:4000:798529000
4:1:value:4000:776842000
4:6:value:4000:821966000
4:4:value:4000:841946000
4:10:value:4000:868287000
3:9:value:4000:488022000
3:1:value:4000:466884000
3:7:value:4000:500500000
3:8:value:4000:503932000
3:5:value:4000:497116000
3:10:value:4000:516335000
3:3:value:4000:486219000
3:2:value:4000:730178000
3:6:value:4000:769348000
3:4:value:4000:824824000
2:4:value:4000:530620000
2:2:value:4000:520636000
2:8:value:4000:553198000
2:5:value:4000:545735000
2:3:value:4000:557029000
2:9:value:4000:793860000
2:6:value:4000:797827000
2:10:value:4000:810117000
2:7:value:4000:813829000
2:1:value:4000:782268000
1:2:value:4000:463039000
1:10:value:4000:490395000
1:7:value:4000:516282000
1:8:value:4000:523510000
1:1:value:4000:522248000
1:4:value:4000:540103000
1:6:value:4000:558771000
1:9:value:4000:722519000
1:5:value:4000:729927000
1:3:value:4000:733095000
10:34:value:4000:1144631000
10:39:value:4000:1201374000
10:10:value:4000:893101000
10:18:value:4000:963216000
10:11:value:4000:906300000
10:23:value:4000:1109178000
10:19:value:4000:989827000
10:25:value:4000:1128460000
10:22:value:4000:1321169000
10:49:value:4000:1509396000
10:28:value:4000:1360139000
10:21:value:4000:1221010000
10:30:value:4000:1381756000
10:46:value:4000:1523158000
10:41:value:4000:1489810000
10:31:value:4000:1396249000
10:27:value:4000:1383263000
10:36:value:4000:1478696000
10:16:value:4000:1273043000
10:9:value:4000:1197601000
10:40:value:4000:1548498000
10:29:value:4000:1447249000
10:17:value:4000:1285010000
10:43:value:4000:1569451000
10:45:value:4000:1590895000
10:37:value:4000:1536549000
10:42:value:4000:1579047000
10:12:value:4000:1258253000
10:1:value:4000:1204479000
10:2:value:4000:1249581000
10:3:value:4000:1250533000
10:48:value:4000:1775158000
10:15:value:4000:1435149000
10:5:value:4000:1331930000
10:7:value:4000:1341049000
10:8:value:4000:1353119000
10:14:value:4000:1461544000
10:32:value:4000:1690876000
10:6:value:4000:1372790000
10:4:value:4000:1366209000
10:50:value:4000:1838698000
10:20:value:4000:1559843000
10:47:value:4000:1848768000
10:35:value:4000:1756408000
10:44:value:4000:1837788000
10:13:value:4000:1521410000
10:38:value:4000:1814945000
10:26:value:4000:1725032000
10:24:value:4000:1727017000
9:31:value:4000:823810000
9:41:value:4000:917740000
9:37:value:4000:894399000
9:44:value:4000:938724000
9:49:value:4000:901134000
9:30:value:4000:900022000
9:35:value:4000:887610000
9:19:value:4000:724169000
9:40:value:4000:977723000
9:32:value:4000:947077000
9:22:value:4000:772821000
9:36:value:4000:961776000
9:20:value:4000:787661000
9:6:value:4000:560856000
9:2:value:4000:540837000
9:26:value:4000:871196000
9:39:value:4000:1038885000
9:9:value:4000:644442000
9:34:value:4000:1000944000
9:4:value:4000:607051000
9:16:value:4000:784109000
9:5:value:4000:628427000
9:10:value:4000:702491000
9:47:value:4000:1147430000
9:42:value:4000:1138256000
9:24:value:4000:970227000
9:33:value:4000:1132785000
9:50:value:4000:1234747000
9:43:value:4000:1180150000
9:38:value:4000:1167851000
9:18:value:4000:950205000
9:17:value:4000:953136000
9:23:value:4000:1015245000
9:21:value:4000:996269000
9:45:value:4000:1212854000
9:28:value:4000:1086992000
9:29:value:4000:1095081000
9:12:value:4000:859686000
9:11:value:4000:890174000
9:46:value:4000:1337239000
9:25:value:4000:1128095000
9:3:value:4000:830732000
9:7:value:4000:858965000
9:14:value:4000:1002719000
9:13:value:4000:947497000
9:1:value:4000:777935000
9:8:value:4000:931185000
9:15:value:4000:1032602000
9:27:value:4000:1214020000
8:46:value:4000:859161000
8:47:value:4000:862282000
8:50:value:4000:878507000
8:40:value:4000:857597000
8:10:value:4000:629946000
8:44:value:4000:885206000
8:12:value:4000:653121000
8:28:value:4000:757049000
8:49:value:4000:938040000
8:27:value:4000:783320000
8:26:value:4000:800575000
8:39:value:4000:945930000
8:32:value:4000:891423000
8:8:value:4000:640346000
8:18:value:4000:780669000
8:33:value:4000:908878000
8:13:value:4000:763670000
8:20:value:4000:822351000
8:2:value:4000:670535000
8:1:value:4000:675887000
8:23:value:4000:886542000
8:4:value:4000:713037000
8:19:value:4000:871739000
8:25:value:4000:916575000
8:38:value:4000:1045735000
8:15:value:4000:870055000
8:16:value:4000:878066000
8:22:value:4000:946154000
8:17:value:4000:914334000
8:11:value:4000:914541000
8:37:value:4000:1100339000
8:48:value:4000:1181993000
8:43:value:4000:1171666000
8:5:value:4000:812993000
8:45:value:4000:1187265000
8:42:value:4000:1168714000
8:36:value:4000:1163344000
8:6:value:4000:881734000
8:34:value:4000:1177636000
8:21:value:4000:1058667000
8:14:value:4000:1025041000
8:7:value:4000:904957000
8:35:value:4000:1203106000
8:3:value:4000:906455000
8:9:value:4000:949263000
8:29:value:4000:1175789000
8:30:value:4000:1184129000
8:24:value:4000:1136487000
8:31:value:4000:1192230000
7:38:value:4000:488585000
7:40:value:4000:495998000
7:36:value:4000:486760000
7:39:value:4000:528753000
7:23:value:4000:555103000
7:24:value:4000:590680000
7:30:value:4000:631273000
7:34:value:4000:663023000
7:29:value:4000:634270000
7:31:value:4000:668994000
7:26:value:4000:661149000
7:37:value:4000:760912000
7:14:value:4000:592239000
7:11:value:4000:621224000
