10:10:value:4000:5552720000
9:3:value:4000:5829542000
9:10:value:4000:6150815000
10:8:value:4000:6880468000
9:8:value:4000:6825358000
9:2:value:4000:6884419000
10:6:value:4000:7430275000
10:7:value:4000:7511922000
10:2:value:4000:7534233000
10:4:value:4000:7877759000
9:5:value:4000:7680175000
10:1:value:4000:8183644000
9:7:value:4000:8074163000
9:4:value:4000:8118716000
10:5:value:4000:8622203000
9:6:value:4000:8560589000
10:3:value:4000:8823621000
9:1:value:4000:8741047000
10:9:value:4000:9078201000
8:9:value:4000:732231000
8:8:value:4000:777000000
8:4:value:4000:777561000
8:6:value:4000:838899000
8:1:value:4000:1145486000
8:10:value:4000:1207585000
8:2:value:4000:1234833000
8:5:value:4000:1281245000
8:3:value:4000:1714711000
8:7:value:4000:1867909000
7:3:value:4000:762775000
7:1:value:4000:833072000
7:7:value:4000:921680000
7:8:value:4000:964754000
7:6:value:4000:1202122000
7:4:value:4000:1390993000
7:2:value:4000:1506571000
7:10:value:4000:1542959000
7:9:value:4000:1723840000
7:5:value:4000:1815314000
6:9:value:4000:818350000
6:7:value:4000:814649000
6:10:value:4000:879268000
6:4:value:4000:912862000
6:8:value:4000:1228197000
6:6:value:4000:1237839000
6:5:value:4000:1291553000
6:3:value:4000:1318330000
6:1:value:4000:1519876000
6:2:value:4000:1531471000
5:9:value:4000:857607000
5:6:value:4000:876114000
5:4:value:4000:905104000
5:3:value:4000:915464000
4:1:value:4000:983443000
5:2:value:4000:3099991000
4:5:value:4000:3152749000
5:7:value:4000:3455171000
4:9:value:4000:3495794000
4:3:value:4000:3481777000
5:1:value:4000:3778106000
4:4:value:4000:3703244000
4:10:value:4000:3970122000
5:8:value:4000:4133036000
4:8:value:4000:4132550000
5:5:value:4000:4625585000
4:2:value:4000:4527286000
5:10:value:4000:5407105000
4:7:value:4000:5323159000
4:6:value:4000:7271128000
3:3:value:4000:850625000
3:4:value:4000:945290000
3:1:value:4000:942954000
3:9:value:4000:1044483000
3:2:value:4000:1277130000
3:10:value:4000:1412800000
3:5:value:4000:6334185000
3:6:value:4000:6399376000
3:7:value:4000:6451465000
3:8:value:4000:6835853000
2:3:value:4000:860800000
2:9:value:4000:888363000
2:10:value:4000:912732000
1:4:value:4000:744657000
1:10:value:4000:781641000
1:9:value:4000:1059167000
