10:8:value::120249657000
2:33:value::120102599000
2:32:value::120105127000
2:30:value::120095851000
2:28:value::120097704000
2:26:value::120068617000
2:22:value::120048107000
2:27:value::120080766000
2:25:value::120080484000
2:49:value::120401236000
2:50:value::120402053000
2:4:value::120048346000
2:6:value::120071528000
2:7:value::120074887000
2:5:value::120068100000
2:8:value::120116156000
2:15:value::120193527000
2:14:value::120175397000
2:3:value::120070874000
2:2:value::120097173000
2:12:value::120209849000
2:47:value::120563225000
2:1:value::120082690000
2:40:value::120517835000
2:10:value::120212669000
2:13:value::120226934000
2:45:value::120557089000
2:11:value::120212860000
2:42:value::120543688000
2:44:value::120552784000
2:48:value::120579605000
2:43:value::120558981000
2:41:value::120544075000
2:46:value::120572206000
2:39:value::120539354000
2:21:value::120341366000
2:24:value::120446837000
2:23:value::120424603000
2:31:value::120511731000
2:18:value::120345430000
2:16:value::120338513000
2:20:value::120351655000
2:17:value::120346184000
2:19:value::120356920000
1:34:value::120103947000
1:33:value::120096159000
1:20:value::120040013000
1:31:value::120152805000
1:28:value::120141612000
1:29:value::120180281000
1:50:value::120335123000
1:47:value::120341684000
1:1:value::120057372000
1:8:value::120160378000
1:13:value::120172700000
1:5:value::120092312000
1:4:value::120089680000
1:2:value::120084060000
1:15:value::120251834000
1:11:value::120232793000
1:18:value::120262823000
1:16:value::120260763000
1:48:value::120597894000
1:42:value::120591826000
1:44:value::120598082000
1:43:value::120593462000
1:37:value::120551932000
10:109:value::121292910000
10:108:value::121287381000
10:106:value::121387605000
10:116:value::121460709000
10:111:value::121440424000
10:114:value::121458070000
10:119:value::121484929000
10:120:value::121488513000
10:101:value::121355353000
10:98:value::121305891000
10:94:value::121326051000
10:95:value::121320480000
10:113:value::121467795000
10:104:value::121411286000
10:97:value::121342876000
10:78:value::121080957000
10:112:value::121480774000
10:99:value::121349141000
10:63:value::120917901000
10:77:value::121070242000
10:115:value::121512188000
10:82:value::121101474000
10:71:value::120989213000
10:58:value::120867118000
10:80:value::121099742000
10:64:value::120932448000
10:87:value::121177458000
10:53:value::120816157000
10:91:value::121225938000
10:62:value::120896278000
10:92:value::121234221000
10:70:value::121002460000
10:51:value::120860493000
10:49:value::120817233000
10:17:value::120487793000
10:50:value::120828456000
10:18:value::120500453000
10:36:value::120726890000
10:48:value::120851724000
10:26:value::120600210000
10:41:value::120804385000
10:19:value::120493613000
10:38:value::120734470000
10:31:value::120648154000
10:30:value::120644260000
10:4:value::120386399000
10:27:value::120641876000
10:52:value::120900669000
10:5:value::120407636000
10:66:value::121061794000
10:47:value::120872769000
10:7:value::120439484000
10:34:value::120740459000
10:3:value::120415631000
10:22:value::120614748000
10:86:value::121186123000
10:73:value::121024019000
10:55:value::120852003000
10:75:value::121076350000
10:83:value::121187822000
10:85:value::121204841000
10:65:value::120966570000
10:8:value::120363648000
10:46:value::120799264000
10:69:value::121029470000
10:68:value::120990558000
10:21:value::120522457000
10:20:value::120486677000
10:29:value::120723181000
9:100:value::120130743000
9:119:value::120262137000
9:118:value::120260486000
9:102:value::120157110000
9:101:value::120149435000
9:98:value::120130546000
9:120:value::120284055000
9:115:value::120321053000
9:99:value::120143407000
9:117:value::120326300000
9:116:value::120300065000
9:30:value::120078180000
9:54:value::120325947000
9:83:value::120603729000
9:32:value::120117503000
9:52:value::120324046000
9:80:value::120634967000
9:78:value::120624628000
9:82:value::120640012000
9:76:value::120610210000
9:77:value::120617243000
9:39:value::120226161000
9:38:value::120220697000
9:75:value::120610300000
9:31:value::120187405000
9:51:value::120380020000
9:86:value::120786750000
9:95:value::120865722000
9:28:value::120155417000
9:50:value::120380490000
9:36:value::120241950000
9:37:value::120253936000
9:27:value::120185851000
9:26:value::120175663000
9:94:value::120898036000
9:49:value::120404479000
9:48:value::120400604000
9:73:value::120653476000
9:29:value::120204540000
9:35:value::120444524000
9:74:value::120839957000
9:34:value::120443855000
9:47:value::120571423000
9:44:value::120549723000
9:33:value::120443870000
9:43:value::120544126000
9:42:value::120529925000
9:71:value::120821651000
9:65:value::120769646000
9:66:value::120776650000
9:72:value::120843755000
9:45:value::120569285000
9:64:value::120767340000
9:46:value::120571863000
9:41:value::120529001000
9:63:value::120756107000
9:40:value::120520555000
9:68:value::120806651000
9:69:value::120817398000
9:67:value::120801429000
9:62:value::120750077000
9:70:value::120831791000
9:61:value::120740026000
9:59:value::120777067000
9:60:value::120782307000
9:57:value::120762155000
9:56:value::120744911000
9:13:value::120276566000
9:58:value::120775727000
9:14:value::120288152000
9:20:value::120349730000
9:11:value::120252378000
9:19:value::120396448000
9:9:value::120285382000
9:10:value::120308246000
9:55:value::120817307000
9:25:value::120513350000
9:23:value::120474154000
9:7:value::120295799000
9:8:value::120309161000
9:22:value::120479070000
9:2:value::120246099000
9:1:value::120223069000
9:3:value::120263875000
9:5:value::120276323000
9:4:value::120279716000
9:6:value::120295300000
9:16:value::120411609000
9:21:value::120462454000
9:53:value::120839762000
9:17:value::120424421000
9:18:value::120463526000
9:24:value::120523525000
9:15:value::120418809000
9:12:value::120399922000
9:84:value::121600532000
9:85:value::121611163000
9:93:value::121641144000
9:103:value::121748029000
9:87:value::121622614000
9:108:value::121815420000
9:114:value::121858675000
9:107:value::121810549000
9:105:value::121791987000
9:112:value::121852654000
9:110:value::121863361000
9:106:value::121832664000
9:109:value::121853943000
9:113:value::121887776000
9:111:value::121879163000
9:89:value::121714187000
9:91:value::121698954000
9:88:value::121714312000
9:92:value::121740738000
9:90:value::121735291000
9:96:value::121778065000
9:104:value::121842772000
9:81:value::121611017000
8:115:value::120315685000
8:116:value::120323125000
8:118:value::120332798000
8:120:value::120338571000
8:78:value::120123118000
8:74:value::120181998000
8:75:value::120184997000
8:71:value::120139586000
8:69:value::120123172000
8:72:value::120142557000
8:93:value::120417828000
8:68:value::120122215000
8:92:value::120435130000
8:111:value::120764788000
8:105:value::120722388000
8:107:value::120738204000
8:63:value::120263063000
8:103:value::120713005000
8:49:value::120120971000
8:53:value::120153821000
8:62:value::120261849000
8:108:value::120747493000
8:54:value::120157591000
8:104:value::120718952000
8:114:value::120786036000
8:109:value::120764707000
8:60:value::120455073000
8:47:value::120315984000
8:67:value::120739197000
8:65:value::120715383000
8:32:value::120435765000
8:36:value::120492882000
8:29:value::120424023000
8:44:value::120589439000
8:42:value::120564780000
8:28:value::120421628000
8:35:value::120496009000
8:33:value::120471916000
8:45:value::120604951000
8:43:value::120583279000
8:10:value::120242167000
8:24:value::120372404000
8:2:value::120154030000
8:9:value::120239492000
8:1:value::120126660000
8:4:value::120180868000
8:5:value::120182327000
8:3:value::120174762000
8:7:value::120232042000
8:12:value::120260528000
8:15:value::120343647000
8:16:value::120348770000
8:18:value::120359194000
8:14:value::120342910000
7:116:value::120299743000
7:83:value::120316953000
7:115:value::120530411000
7:92:value::120354241000
7:73:value::120144361000
7:98:value::120433163000
7:71:value::120088658000
7:75:value::120151043000
7:79:value::120263556000
7:80:value::120269520000
7:82:value::120276768000
7:81:value::120273433000
7:78:value::120267542000
7:65:value::120094934000
7:84:value::120420056000
7:90:value::120701386000
7:88:value::120715718000
7:93:value::120770181000
7:99:value::120869321000
7:113:value::121104004000
7:97:value::120954168000
7:112:value::121103864000
7:89:value::120916538000
7:95:value::120962193000
7:110:value::121090007000
7:104:value::121052672000
7:106:value::121061941000
7:68:value::120647688000
7:69:value::120654097000
7:59:value::120515423000
7:46:value::120373693000
7:87:value::120928020000
7:51:value::120453507000
7:55:value::120504298000
7:47:value::120387803000
7:54:value::120496911000
7:58:value::120521628000
7:49:value::120430584000
7:56:value::120511447000
7:53:value::120479203000
7:61:value::120805132000
7:62:value::120812063000
7:43:value::120605797000
7:37:value::120487404000
7:20:value::120308734000
7:34:value::120477037000
7:42:value::120600425000
7:29:value::120420586000
7:33:value::120472692000
7:35:value::120483266000
7:32:value::120433182000
7:44:value::120620680000
7:22:value::120322579000
7:25:value::120373333000
7:27:value::120386170000
7:28:value::120417323000
7:3:value::120152906000
7:2:value::120149929000
7:4:value::120164655000
7:10:value::120229345000
7:7:value::120208310000
7:12:value::120238414000
7:11:value::120232745000
7:9:value::120223870000
7:16:value::120325791000
6:105:value::120133925000
6:100:value::120114074000
6:101:value::120120041000
6:102:value::120130158000
6:103:value::120143644000
6:87:value::120058872000
6:86:value::120059353000
6:116:value::120313731000
6:118:value::120325252000
6:119:value::120326280000
6:115:value::120314278000
6:120:value::120331647000
6:117:value::120323831000
6:95:value::120197081000
6:96:value::120206008000
6:88:value::120060030000
6:94:value::120281050000
6:92:value::120276050000
6:74:value::120154108000
6:76:value::120162263000
6:77:value::120164329000
6:78:value::120168345000
6:84:value::120192184000
6:80:value::120181201000
6:82:value::120187883000
6:79:value::120177639000
6:81:value::120189772000
6:83:value::120197030000
6:68:value::120273214000
6:108:value::120684299000
6:106:value::120669547000
6:97:value::120601557000
6:110:value::120700309000
6:91:value::120562093000
6:99:value::120596245000
6:112:value::120722143000
6:104:value::120669825000
6:107:value::120684681000
6:72:value::120290500000
6:90:value::120564830000
6:114:value::120736494000
6:89:value::120525486000
6:70:value::120295916000
6:85:value::120434362000
6:71:value::120298286000
6:98:value::120607749000
6:69:value::120294698000
6:111:value::120726427000
6:113:value::120735667000
6:51:value::120321894000
6:53:value::120335146000
6:49:value::120310923000
6:63:value::120449400000
6:61:value::120431200000
6:55:value::120430213000
6:57:value::120437902000
6:52:value::120385476000
6:56:value::120436351000
6:48:value::120327470000
6:50:value::120381499000
6:54:value::120412428000
6:59:value::120572851000
6:67:value::120657618000
6:60:value::120578564000
6:46:value::120422101000
6:58:value::120568962000
6:65:value::120638849000
6:64:value::120637666000
6:66:value::120649075000
6:47:value::120444390000
6:62:value::120631838000
6:23:value::120421506000
6:24:value::120434616000
6:26:value::120454064000
6:33:value::120525642000
6:41:value::120684936000
6:28:value::120487940000
6:25:value::120455244000
6:29:value::120514780000
6:40:value::120667923000
6:27:value::120454096000
6:34:value::120538399000
6:38:value::120636501000
6:32:value::120534299000
6:31:value::120533735000
6:30:value::120533394000
6:22:value::120427312000
6:21:value::120413076000
6:42:value::120716985000
6:37:value::120649842000
6:35:value::120638369000
6:45:value::120760206000
6:39:value::120668271000
6:44:value::120745919000
6:36:value::120652291000
6:43:value::120753427000
6:6:value::120280224000
6:8:value::120291630000
6:5:value::120282909000
6:17:value::120431029000
6:18:value::120435932000
6:7:value::120298458000
6:20:value::120401309000
6:3:value::120203054000
6:1:value::120195460000
6:11:value::120398678000
6:10:value::120394865000
6:4:value::120245170000
6:2:value::120219568000
6:9:value::120322060000
6:13:value::120426820000
6:15:value::120407977000
6:12:value::120424547000
6:19:value::120465767000
6:14:value::120443257000
5:120:value::120233886000
5:116:value::120304429000
5:68:value::120319255000
5:100:value::120661348000
5:101:value::120670297000
5:99:value::120652385000
5:102:value::120684997000
5:96:value::120656434000
5:98:value::120665461000
5:43:value::120111604000
5:44:value::120119425000
5:50:value::120209612000
5:103:value::120910887000
5:48:value::120366859000
5:92:value::120835074000
5:90:value::120815795000
5:115:value::121014910000
5:110:value::120980515000
5:104:value::120948853000
5:105:value::120955751000
5:57:value::120467726000
5:59:value::120477329000
5:56:value::120470310000
5:114:value::121062475000
5:94:value::120922286000
5:87:value::120847468000
5:113:value::121088934000
5:83:value::120783293000
5:82:value::120782983000
5:86:value::120867619000
5:81:value::120791603000
5:79:value::120787537000
5:78:value::120771330000
5:23:value::120389310000
5:22:value::120388474000
5:25:value::120396430000
5:77:value::120934781000
5:75:value::120932857000
5:71:value::120881687000
5:20:value::120332259000
5:29:value::120449294000
5:19:value::120320113000
5:36:value::120534972000
5:9:value::120204753000
5:10:value::120212437000
5:27:value::120440941000
5:17:value::120306921000
5:32:value::120485233000
5:14:value::120279127000
5:3:value::120145255000
5:11:value::120238975000
5:12:value::120263165000
5:7:value::120194415000
5:1:value::120140565000
4:120:value::120229101000
4:119:value::120300735000
4:118:value::120298470000
4:117:value::120290492000
4:116:value::120308908000
4:113:value::120274257000
4:88:value::120277805000
4:104:value::120416272000
4:80:value::120124141000
4:112:value::120475327000
4:109:value::120457973000
4:84:value::120242842000
4:85:value::120259909000
4:81:value::120248470000
4:103:value::120422029000
4:82:value::120260950000
4:114:value::120496481000
4:96:value::120354849000
4:102:value::120411146000
4:91:value::120260916000
4:100:value::120402631000
4:86:value::120280863000
4:110:value::120470519000
4:111:value::120472593000
4:92:value::120304126000
4:83:value::120268813000
4:78:value::120631896000
4:77:value::120621711000
4:76:value::120596496000
4:74:value::120585506000
4:73:value::120586701000
4:75:value::120650476000
4:34:value::120230052000
4:47:value::120356155000
4:35:value::120233003000
4:58:value::120698467000
4:39:value::120506720000
4:55:value::120669755000
4:40:value::120515114000
4:37:value::120481353000
4:59:value::120706052000
4:33:value::120458534000
4:51:value::120649527000
4:29:value::120409639000
4:30:value::120412198000
4:50:value::120637528000
4:53:value::120659064000
4:42:value::120550196000
4:52:value::120661544000
4:49:value::120634644000
4:62:value::120811861000
4:67:value::120841572000
4:72:value::120890494000
4:70:value::120885095000
4:68:value::120872905000
4:69:value::120882630000
4:65:value::120830949000
4:4:value::120154439000
4:3:value::120151225000
4:20:value::120359369000
4:19:value::120361379000
4:11:value::120227745000
4:9:value::120234129000
4:7:value::120221696000
4:15:value::120332893000
4:14:value::120320152000
4:13:value::120326547000
4:25:value::120564641000
4:28:value::120586257000
4:23:value::120552013000
3:120:value::120247916000
3:119:value::120264662000
3:118:value::120260495000
3:117:value::120259977000
3:102:value::120343959000
3:115:value::120324842000
3:116:value::120328011000
3:92:value::120285527000
3:88:value::120296794000
3:95:value::120363459000
3:91:value::120337203000
3:96:value::120381422000
3:89:value::120334390000
3:90:value::120359688000
3:101:value::120448473000
3:100:value::120444377000
3:81:value::120222615000
3:86:value::120324237000
3:87:value::120357762000
3:82:value::120229775000
3:76:value::120178585000
3:80:value::120228603000
3:79:value::120346198000
3:77:value::120357362000
3:83:value::120528549000
3:98:value::120627358000
3:99:value::120632980000
3:94:value::120587100000
3:105:value::120672485000
3:110:value::120709649000
3:97:value::120625055000
3:85:value::120548805000
3:112:value::120746012000
3:84:value::120537604000
3:111:value::120737581000
3:114:value::120752216000
3:104:value::120688814000
3:113:value::120751610000
3:108:value::120716779000
3:93:value::120593808000
3:103:value::120686677000
3:109:value::120731566000
3:107:value::120711308000
3:106:value::120712009000
3:66:value::120396850000
3:64:value::120388819000
3:52:value::120256929000
3:55:value::120274414000
3:57:value::120303004000
3:58:value::120323313000
3:59:value::120329388000
3:60:value::120335564000
3:54:value::120276639000
3:53:value::120275922000
3:63:value::120394733000
3:56:value::120287395000
3:72:value::120491796000
3:62:value::120410427000
3:73:value::120558767000
3:48:value::120275911000
3:47:value::120279595000
3:71:value::120532743000
3:51:value::120350019000
3:50:value::120347499000
3:61:value::120475170000
3:49:value::120356422000
3:75:value::120688465000
3:74:value::120749347000
3:69:value::120699647000
3:70:value::120703684000
3:65:value::120653386000
3:42:value::120397655000
3:67:value::120691267000
3:68:value::120692879000
3:43:value::120404583000
3:45:value::120413888000
3:44:value::120410658000
3:35:value::120454750000
3:41:value::120517502000
3:39:value::120477894000
3:40:value::120481153000
3:37:value::120472206000
3:38:value::120476123000
3:36:value::120467861000
3:34:value::120453072000
3:46:value::120573780000
3:8:value::120156945000
3:11:value::120212173000
3:1:value::120093947000
3:15:value::120229384000
3:26:value::120350551000
3:13:value::120226310000
3:3:value::120133613000
3:27:value::120380286000
3:25:value::120372006000
3:24:value::120370193000
3:10:value::120237285000
3:2:value::120135313000
3:22:value::120384824000
3:23:value::120394095000
3:7:value::120224375000
3:5:value::120218393000
3:6:value::120223576000
3:4:value::120217282000
3:19:value::120349451000
3:18:value::120354116000
3:16:value::120362715000
3:17:value::120371916000
3:20:value::120390229000
3:21:value::120391847000
3:12:value::120346430000
3:14:value::120354889000
3:32:value::120573646000
3:31:value::120569995000
3:30:value::120589421000
3:33:value::120598650000
3:29:value::120586111000
3:28:value::120588042000
2:120:value::120268204000
2:116:value::120261727000
2:118:value::120331157000
2:46:value::120300338000
2:72:value::120587058000
2:45:value::120307602000
2:76:value::120638935000
2:71:value::120582922000
2:75:value::120638022000
2:74:value::120636398000
2:73:value::120634387000
2:42:value::120338903000
2:67:value::120599499000
2:69:value::120607070000
2:68:value::120608165000
2:27:value::120197110000
2:20:value::120087907000
2:18:value::120075664000
2:19:value::120081172000
2:17:value::120082553000
2:39:value::120430862000
2:61:value::120685997000
2:64:value::120697059000
2:63:value::120693367000
2:38:value::120448058000
2:37:value::120468747000
2:24:value::120309649000
2:23:value::120306500000
2:25:value::120318968000
2:60:value::120712870000
2:36:value::120465810000
2:26:value::120339129000
2:65:value::120739269000
2:34:value::120441567000
2:59:value::120753556000
2:30:value::120481849000
2:57:value::120738210000
2:32:value::120492821000
2:55:value::120739508000
2:51:value::120691941000
2:29:value::120466102000
2:28:value::120452137000
2:50:value::120688698000
2:47:value::120669805000
2:13:value::120253751000
2:8:value::120197653000
2:15:value::120268453000
2:6:value::120193050000
2:9:value::120201110000
2:53:value::120732133000
2:2:value::120141082000
2:14:value::120266227000
2:3:value::120154592000
2:7:value::120200903000
2:49:value::120701443000
2:4:value::120205604000
2:10:value::120277858000
2:12:value::120290839000
2:84:value::121583649000
2:97:value::121656420000
2:99:value::121671257000
2:100:value::121683517000
2:98:value::121662189000
2:90:value::121630753000
2:115:value::121816928000
2:85:value::121618295000
2:86:value::121630113000
2:95:value::121707363000
2:92:value::121672127000
2:83:value::121642667000
2:111:value::121879768000
2:88:value::121708044000
2:102:value::121804877000
2:107:value::121851186000
2:109:value::121866380000
2:101:value::121814304000
2:112:value::121899274000
2:110:value::121878428000
2:104:value::121836413000
2:106:value::121854512000
2:94:value::121756022000
2:93:value::121755120000
2:87:value::121727052000
2:78:value::121597965000
2:79:value::121597652000
2:77:value::121608450000
2:81:value::121625054000
1:107:value::120105244000
1:86:value::120178302000
1:87:value::120185901000
1:77:value::120092453000
1:73:value::120060908000
1:81:value::120180495000
1:82:value::120181826000
1:84:value::120235568000
1:116:value::120571203000
1:109:value::120539907000
1:101:value::120473424000
1:98:value::120480132000
1:88:value::120325533000
1:110:value::120569077000
1:69:value::120364854000
1:66:value::120375442000
1:59:value::120288672000
1:56:value::120250291000
1:61:value::120302719000
1:64:value::120383828000
1:57:value::120309152000
1:71:value::120482407000
1:36:value::120116489000
1:41:value::120169482000
1:35:value::120113440000
1:40:value::120165844000
1:46:value::120230969000
1:48:value::120243465000
1:32:value::120103478000
1:27:value::120303018000
1:2:value::120073237000
1:3:value::120077179000
1:12:value::120211501000
1:18:value::120303592000
1:21:value::120362700000
1:16:value::120317455000
1:7:value::120194291000
1:15:value::120314867000
1:6:value::120192550000
10:9:value::120254010000
10:5:value::120272221000
10:4:value::120267268000
10:10:value::120291057000
10:2:value::120256176000
10:7:value::120281585000
10:1:value::120244551000
10:3:value::120248518000
10:6:value::120278316000
10:8:value::120288092000
9:8:value::120095583000
9:9:value::120101987000
9:6:value::120098460000
9:3:value::120098047000
9:2:value::120082584000
9:1:value::120077753000
9:4:value::120098806000
8:9:value::120093612000
8:7:value::120099086000
8:6:value::120091637000
7:9:value::120090676000
7:10:value::120090361000
7:7:value::120097773000
7:6:value::120096854000
7:8:value::120099740000
7:5:value::120098725000
6:7:value::120062969000
6:5:value::120107266000
7:4:value::120095214000
7:3:value::120093708000
6:8:value::120066565000
6:4:value::120047450000
6:9:value::120118858000
6:10:value::120117628000
6:1:value::120049127000
6:3:value::120065076000
7:1:value::120079950000
6:6:value::120058535000
6:2:value::120064687000
7:2:value::120081398000
5:9:value::120099092000
5:10:value::120103229000
5:7:value::120104709000
5:5:value::120103191000
5:2:value::120091530000
5:1:value::120092226000
5:4:value::120117749000
4:7:value::120098009000
4:4:value::120086723000
3:5:value::120082297000
3:4:value::120078943000
3:1:value::120064464000
3:9:value::120102785000
2:10:value::120092935000
2:9:value::120091153000
2:8:value::120088886000
2:7:value::120099653000
2:5:value::120093269000
2:6:value::120099036000
2:2:value::120088752000
1:10:value::120109191000
1:3:value::120101363000
1:9:value::120106841000
1:4:value::120102276000
1:7:value::120109909000
1:5:value::120104750000
1:2:value::120097100000
2:3:value::120090805000
1:8:value::120100610000
1:1:value::120074160000
2:1:value::120082808000
1:6:value::120107562000
2:4:value::120094958000
10:50:value::120645439000
10:46:value::120704809000
10:43:value::120689817000
10:44:value::120693954000
