10:7:value:6553:4670581000:
2:8:value:6553:1193829000:
2:23:value:6553:1434613000:
2:7:value:6553:1189389000:
2:44:value:6553:1598233000:
2:21:value:6553:1344569000:
2:9:value:6553:1262665000:
2:14:value:6553:1304776000:
2:19:value:6553:1369220000:
2:40:value:6553:1629860000:
2:41:value:6553:1647941000:
2:2:value:6553:1207747000:
2:42:value:6553:1659337000:
2:27:value:6553:1554409000:
2:18:value:6553:1418251000:
2:25:value:6553:1549947000:
2:16:value:6553:1412480000:
2:48:value:6553:1726169000:
2:46:value:6553:1718183000:
2:50:value:6553:1751286000:
2:12:value:6553:1419908000:
2:20:value:6553:1525703000:
2:6:value:6553:1411757000:
2:13:value:6553:1514266000:
2:47:value:6553:1856580000:
2:11:value:6553:1523440000:
2:26:value:6553:1737977000:
2:45:value:6553:1901225000:
2:17:value:6553:1618504000:
2:49:value:6553:1940180000:
2:43:value:6553:1920023000:
2:10:value:6553:1595961000:
2:5:value:6553:1533276000:
2:3:value:6553:1552947000:
2:15:value:6553:1724720000:
2:1:value:6553:4852430000:
1:26:value:6553:1354415000:
1:16:value:6553:1274231000:
1:23:value:6553:1327750000:
1:13:value:6553:1270171000:
1:10:value:6553:1234883000:
1:15:value:6553:1363803000:
1:34:value:6553:1522402000:
1:18:value:6553:1383181000:
1:11:value:6553:1269560000:
1:48:value:6553:1637349000:
1:40:value:6553:1592588000:
1:28:value:6553:1539010000:
1:41:value:6553:1667913000:
1:24:value:6553:1554915000:
1:37:value:6553:1679009000:
1:22:value:6553:1568274000:
1:32:value:6553:1689695000:
1:45:value:6553:1780304000:
1:9:value:6553:1423752000:
1:17:value:6553:1557275000:
1:19:value:6553:1589338000:
1:33:value:6553:1725457000:
1:5:value:6553:1443444000:
1:27:value:6553:1682555000:
1:2:value:6553:1441545000:
1:42:value:6553:1844317000:
1:43:value:6553:1881479000:
1:38:value:6553:1847632000:
1:29:value:6553:1791833000:
1:21:value:6553:1722640000:
1:25:value:6553:1780219000:
1:39:value:6553:1914068000:
1:44:value:6553:1947428000:
1:47:value:6553:1973910000:
1:3:value:6553:1579859000:
1:46:value:6553:1980163000:
1:36:value:6553:1926747000:
1:8:value:6553:1629521000:
1:49:value:6553:2008287000:
1:4:value:6553:1612071000:
1:1:value:6553:1529312000:
1:14:value:6553:1786013000:
1:30:value:6553:1940295000:
1:35:value:6553:2016474000:
1:7:value:6553:1718748000:
1:20:value:6553:1857041000:
1:31:value:6553:2004995000:
1:12:value:6553:1898694000:
1:50:value:6553:3715301000:
10:106:value:6553:2596366000:
10:107:value:6553:2613970000:
10:97:value:6553:2568092000:
10:105:value:6553:2633245000:
10:93:value:6553:2593746000:
10:66:value:6553:2202786000:
10:114:value:6553:2791933000:
10:18:value:6553:1742512000:
10:16:value:6553:1718960000:
10:8:value:6553:1613553000:
10:71:value:6553:2404873000:
10:25:value:6553:1909219000:
10:32:value:6553:2020357000:
10:88:value:6553:2666932000:
10:29:value:6553:2037174000:
10:108:value:6553:2924398000:
10:111:value:6553:2944996000:
10:56:value:6553:2364067000:
10:94:value:6553:2855394000:
10:54:value:6553:2337588000:
10:60:value:6553:2410702000:
10:53:value:6553:2338862000:
10:100:value:6553:2908381000:
10:117:value:6553:3048805000:
10:22:value:6553:1999883000:
10:104:value:6553:2969324000:
10:7:value:6553:1818516000:
10:118:value:6553:3087519000:
10:99:value:6553:3027492000:
10:113:value:6553:3132775000:
10:73:value:6553:2667892000:
10:27:value:6553:2157503000:
10:23:value:6553:2114965000:
10:109:value:6553:3108314000:
10:11:value:6553:1953101000:
10:13:value:6553:1974807000:
10:20:value:6553:2113507000:
10:15:value:6553:2014320000:
10:19:value:6553:2101471000:
10:85:value:6553:2898793000:
10:115:value:6553:3166515000:
10:87:value:6553:2900064000:
10:35:value:6553:2315041000:
10:24:value:6553:2161299000:
10:9:value:6553:1909241000:
10:3:value:6553:1873993000:
10:17:value:6553:2046605000:
10:72:value:6553:2727169000:
10:5:value:6553:1869216000:
10:26:value:6553:2265646000:
10:34:value:6553:2669772000:
10:31:value:6553:2652563000:
10:40:value:6553:2826517000:
10:45:value:6553:2897401000:
10:75:value:6553:3330920000:
10:110:value:6553:3645195000:
10:47:value:6553:2941000000:
10:82:value:6553:3431033000:
10:68:value:6553:3306059000:
10:21:value:6553:2797223000:
10:76:value:6553:3528008000:
10:36:value:6553:2993878000:
10:116:value:6553:3896258000:
10:91:value:6553:3643932000:
10:112:value:6553:3897665000:
10:86:value:6553:3670399000:
10:69:value:6553:3464817000:
10:70:value:6553:3469384000:
10:92:value:6553:3710793000:
10:77:value:6553:3674833000:
10:90:value:6553:3766882000:
10:98:value:6553:5938992000:
10:6:value:6553:4853521000:
10:2:value:6553:4804889000:
10:28:value:6553:5181784000:
10:55:value:6553:5537603000:
10:38:value:6553:5318703000:
10:4:value:6553:4904597000:
10:48:value:6553:5455781000:
10:10:value:6553:5026032000:
10:61:value:6553:5662575000:
10:63:value:6553:5679038000:
10:49:value:6553:5533654000:
10:12:value:6553:5066782000:
10:64:value:6553:5717395000:
10:65:value:6553:5727390000:
10:95:value:6553:6104198000:
10:96:value:6553:6151111000:
10:59:value:6553:5690270000:
10:50:value:6553:5603494000:
10:103:value:6553:6226210000:
10:33:value:6553:5434412000:
10:58:value:6553:5712695000:
10:83:value:6553:6052465000:
10:30:value:6553:5438984000:
10:37:value:6553:5507142000:
10:101:value:6553:6265063000:
10:14:value:6553:5197288000:
10:102:value:6553:6272664000:
10:1:value:6553:5079294000:
10:120:value:6553:6423656000:
10:67:value:6553:5885991000:
10:81:value:6553:6101237000:
10:42:value:6553:5616577000:
10:80:value:6553:6113717000:
10:84:value:6553:6141735000:
10:43:value:6553:5645208000:
10:74:value:6553:6107136000:
10:39:value:6553:5656533000:
10:46:value:6553:5726570000:
10:119:value:6553:6496365000:
10:78:value:6553:6177327000:
10:89:value:6553:6225625000:
10:41:value:6553:5698789000:
10:62:value:6553:5942234000:
10:51:value:6553:5820795000:
10:57:value:6553:5907528000:
10:79:value:6553:6217676000:
10:52:value:6553:5843286000:
9:30:value:6553:1761356000:
9:46:value:6553:2036434000:
9:2:value:6553:1480408000:
9:28:value:6553:1830930000:
9:60:value:6553:2212595000:
9:23:value:6553:1788284000:
9:91:value:6553:2607683000:
9:27:value:6553:1827066000:
9:36:value:6553:1922895000:
9:43:value:6553:2063473000:
9:73:value:6553:2489013000:
9:69:value:6553:2388701000:
9:54:value:6553:2236127000:
9:26:value:6553:1885499000:
9:42:value:6553:2104968000:
9:16:value:6553:1778531000:
9:6:value:6553:1641401000:
9:112:value:6553:2866744000:
9:31:value:6553:1968691000:
9:63:value:6553:2384207000:
9:39:value:6553:2105948000:
9:67:value:6553:2429864000:
9:71:value:6553:2459401000:
9:74:value:6553:2555773000:
9:15:value:6553:1789339000:
9:11:value:6553:1740779000:
9:47:value:6553:2191315000:
9:13:value:6553:1798173000:
9:90:value:6553:2722260000:
9:9:value:6553:1779524000:
9:48:value:6553:2271440000:
9:32:value:6553:2087626000:
9:106:value:6553:2927591000:
9:100:value:6553:2898727000:
9:49:value:6553:2351282000:
9:35:value:6553:2156353000:
9:107:value:6553:2987095000:
9:22:value:6553:2015712000:
9:62:value:6553:2520748000:
9:24:value:6553:2085502000:
9:45:value:6553:2372370000:
9:85:value:6553:2760040000:
9:59:value:6553:2520861000:
9:40:value:6553:2304371000:
9:78:value:6553:2750539000:
9:57:value:6553:2518876000:
9:50:value:6553:2419378000:
9:18:value:6553:1989071000:
9:84:value:6553:2794083000:
9:81:value:6553:2810632000:
9:101:value:6553:3264911000:
9:102:value:6553:3302247000:
9:104:value:6553:3418163000:
9:89:value:6553:3375538000:
9:92:value:6553:3383765000:
9:103:value:6553:3486257000:
9:88:value:6553:3401568000:
9:87:value:6553:3477189000:
9:105:value:6553:3647949000:
9:95:value:6553:3582981000:
9:120:value:6553:4195799000:
9:58:value:6553:3898086000:
9:119:value:6553:4521179000:
9:52:value:6553:3872665000:
9:114:value:6553:4563528000:
9:109:value:6553:4557148000:
9:110:value:6553:4562873000:
9:77:value:6553:4265332000:
9:70:value:6553:4152269000:
9:117:value:6553:4628608000:
9:93:value:6553:4446948000:
9:116:value:6553:4628542000:
9:82:value:6553:4320105000:
9:14:value:6553:3521554000:
9:7:value:6553:3449427000:
9:80:value:6553:4325457000:
9:8:value:6553:3471315000:
9:76:value:6553:4320357000:
9:98:value:6553:4571591000:
9:19:value:6553:3651168000:
9:55:value:6553:4105396000:
9:118:value:6553:4720483000:
9:83:value:6553:4384829000:
9:66:value:6553:4199970000:
9:97:value:6553:4591708000:
9:37:value:6553:3927970000:
9:64:value:6553:4228789000:
9:33:value:6553:3872127000:
9:34:value:6553:3879642000:
9:4:value:6553:3500638000:
9:17:value:6553:3684399000:
9:1:value:6553:3489143000:
9:79:value:6553:4430393000:
9:3:value:6553:3511313000:
9:72:value:6553:4320873000:
9:12:value:6553:3644513000:
9:41:value:6553:4035091000:
9:86:value:6553:4537172000:
9:65:value:6553:5397347000:
9:25:value:6553:5003127000:
9:10:value:6553:4918812000:
9:44:value:6553:5368168000:
9:56:value:6553:5492877000:
9:75:value:6553:5769267000:
9:53:value:6553:5484561000:
9:94:value:6553:5985009000:
9:29:value:6553:5213451000:
9:20:value:6553:5116838000:
9:21:value:6553:5145848000:
9:51:value:6553:5557540000:
9:68:value:6553:5740895000:
9:5:value:6553:4993293000:
9:38:value:6553:5434822000:
9:111:value:6553:6237485000:
9:115:value:6553:6264332000:
9:61:value:6553:5854271000:
9:108:value:6553:6381549000:
9:96:value:6553:6392502000:
9:113:value:6553:6592692000:
8:73:value:6553:2241980000:
8:58:value:6553:2112855000:
8:3:value:6553:1510664000:
8:24:value:6553:1795491000:
8:14:value:6553:1696857000:
8:28:value:6553:1880153000:
8:7:value:6553:1657768000:
8:26:value:6553:1912703000:
8:30:value:6553:1942170000:
8:98:value:6553:2669039000:
8:29:value:6553:1933763000:
8:23:value:6553:1888004000:
8:59:value:6553:2268820000:
8:86:value:6553:2557528000:
8:33:value:6553:2012941000:
8:51:value:6553:2251387000:
8:49:value:6553:2237182000:
8:57:value:6553:2340208000:
8:83:value:6553:2621001000:
8:50:value:6553:2283283000:
8:53:value:6553:2331170000:
8:27:value:6553:2122339000:
8:31:value:6553:2175964000:
8:32:value:6553:2194335000:
8:48:value:6553:2361916000:
8:34:value:6553:2217703000:
8:91:value:6553:2879794000:
8:90:value:6553:2798676000:
8:25:value:6553:2173990000:
8:67:value:6553:2640891000:
8:11:value:6553:2053598000:
8:85:value:6553:2846392000:
8:112:value:6553:3138178000:
8:1:value:6553:1976643000:
8:2:value:6553:1985085000:
8:5:value:6553:2011705000:
8:111:value:6553:3176698000:
8:113:value:6553:3193692000:
8:62:value:6553:2690566000:
8:12:value:6553:2150390000:
8:80:value:6553:2925479000:
8:20:value:6553:2243583000:
8:114:value:6553:3243367000:
8:106:value:6553:3208720000:
8:116:value:6553:3284379000:
8:82:value:6553:3010623000:
8:93:value:6553:3172738000:
8:100:value:6553:3248503000:
8:109:value:6553:3322153000:
8:78:value:6553:3075184000:
8:108:value:6553:3349460000:
8:55:value:6553:2806110000:
8:101:value:6553:3301675000:
8:107:value:6553:3377404000:
8:119:value:6553:3450270000:
8:105:value:6553:3373699000:
8:117:value:6553:3454123000:
8:63:value:6553:2927162000:
8:115:value:6553:3451750000:
8:79:value:6553:3149073000:
8:120:value:6553:3490381000:
8:64:value:6553:2963334000:
8:74:value:6553:3150475000:
8:18:value:6553:2483707000:
8:38:value:6553:2728930000:
8:75:value:6553:3190036000:
8:17:value:6553:2519218000:
8:97:value:6553:3393615000:
8:19:value:6553:2538992000:
8:95:value:6553:3391181000:
8:16:value:6553:2535037000:
8:22:value:6553:2614823000:
8:104:value:6553:3485207000:
8:102:value:6553:3472751000:
8:110:value:6553:3545106000:
8:118:value:6553:3589439000:
8:13:value:6553:2528772000:
8:94:value:6553:3441033000:
8:37:value:6553:2821366000:
8:99:value:6553:3487138000:
8:40:value:6553:2869910000:
8:4:value:6553:2458563000:
8:46:value:6553:2980849000:
8:84:value:6553:3444220000:
8:88:value:6553:3485949000:
8:44:value:6553:3050204000:
8:56:value:6553:3179290000:
8:70:value:6553:3362368000:
8:42:value:6553:3120768000:
8:87:value:6553:3578387000:
8:10:value:6553:2756522000:
8:9:value:6553:2762346000:
8:15:value:6553:2875803000:
8:68:value:6553:3484851000:
8:21:value:6553:2957871000:
8:6:value:6553:2838530000:
8:8:value:6553:2848300000:
8:45:value:6553:3270241000:
8:72:value:6553:3630902000:
8:77:value:6553:3699541000:
8:71:value:6553:3616460000:
