10:7:value:6553:4670581000:
10:10:value:6553:4693453000:
10:6:value:6553:4687627000:
10:2:value:6553:4665179000:
10:5:value:6553:4711730000:
10:9:value:6553:4742421000:
10:1:value:6553:4719461000:
10:8:value:6553:4853811000:
10:4:value:6553:4938995000:
10:3:value:6553:4978231000:
9:5:value:6553:3366383000:
9:2:value:6553:3460978000:
9:7:value:6553:3482170000:
9:8:value:6553:3511276000:
8:8:value:6553:3421782000:
9:1:value:6553:3565891000:
8:7:value:6553:3544407000:
8:9:value:6553:3551224000:
9:6:value:6553:3754441000:
8:4:value:6553:3634567000:
9:9:value:6553:4687025000:
9:3:value:6553:4749906000:
8:6:value:6553:4611417000:
9:4:value:6553:4753912000:
8:10:value:6553:4626683000:
9:10:value:6553:4777785000:
8:1:value:6553:4614439000:
8:5:value:6553:4651474000:
8:3:value:6553:4714617000:
8:2:value:6553:4759205000:
7:7:value:6553:3324824000:
7:6:value:6553:3420805000:
7:8:value:6553:3432008000:
7:9:value:6553:3447730000:
7:1:value:6553:3480834000:
7:5:value:6553:3656694000:
7:3:value:6553:3712197000:
7:10:value:6553:3772912000:
7:4:value:6553:3769367000:
7:2:value:6553:3850499000:
6:5:value:6553:1200360000:
6:6:value:6553:1203276000:
6:3:value:6553:1244566000:
6:7:value:6553:1305452000:
6:10:value:6553:1405634000:
6:9:value:6553:1452438000:
6:8:value:6553:1532930000:
6:1:value:6553:1507182000:
6:2:value:6553:1505638000:
6:4:value:6553:1575818000:
5:8:value:6553:1257661000:
5:6:value:6553:1258498000:
5:1:value:6553:1281850000:
5:4:value:6553:1395435000:
5:10:value:6553:1450187000:
5:2:value:6553:1413405000:
5:3:value:6553:1466663000:
5:9:value:6553:1525817000:
5:5:value:6553:1526800000:
5:7:value:6553:1747591000:
4:1:value:6553:1341440000:
4:7:value:6553:1374816000:
4:9:value:6553:1388568000:
4:5:value:6553:1372656000:
4:6:value:6553:1379267000:
3:2:value:6553:1218167000:
4:4:value:6553:1377131000:
3:10:value:6553:1258326000:
3:6:value:6553:1234950000:
3:4:value:6553:1228236000:
3:5:value:6553:1251826000:
3:8:value:6553:1267847000:
4:2:value:6553:1406800000:
3:9:value:6553:1287220000:
3:3:value:6553:1279169000:
4:8:value:6553:1546510000:
4:10:value:6553:1560240000:
3:7:value:6553:1463887000:
4:3:value:6553:1687095000:
3:1:value:6553:1881841000:
1:3:value:6553:1361781000:
1:6:value:6553:1372846000:
2:7:value:6553:1544567000:
2:5:value:6553:1546108000:
1:8:value:6553:1401380000:
2:2:value:6553:1547391000:
2:9:value:6553:1575926000:
1:5:value:6553:1405904000:
1:7:value:6553:1424759000:
2:10:value:6553:1616036000:
1:10:value:6553:1487442000:
1:4:value:6553:1474166000:
2:4:value:6553:1651359000:
2:8:value:6553:1690946000:
2:3:value:6553:1722769000:
2:1:value:6553:1722028000:
1:2:value:6553:1570859000:
1:9:value:6553:1670912000:
1:1:value:6553:1716977000:
2:6:value:6553:1904171000:
10:29:value:6553:2121392000:
10:24:value:6553:2074880000:
10:15:value:6553:2042139000:
10:33:value:6553:2193108000:
10:2:value:6553:1857660000:
10:3:value:6553:1898811000:
10:28:value:6553:2212905000:
10:36:value:6553:2340491000:
10:7:value:6553:2013107000:
10:23:value:6553:2223081000:
10:38:value:6553:2368829000:
10:10:value:6553:2057007000:
10:43:value:6553:2449122000:
10:13:value:6553:2110226000:
10:48:value:6553:2494447000:
10:12:value:6553:2125386000:
10:14:value:6553:2452685000:
10:49:value:6553:2698693000:
10:44:value:6553:2725845000:
10:32:value:6553:2624380000:
10:16:value:6553:2835132000:
10:5:value:6553:2684391000:
10:27:value:6553:2967269000:
10:19:value:6553:2953729000:
10:39:value:6553:3295636000:
10:37:value:6553:3291011000:
10:42:value:6553:3345237000:
10:17:value:6553:3192354000:
10:41:value:6553:3430774000:
10:40:value:6553:3437150000:
10:26:value:6553:3355015000:
10:22:value:6553:5246613000:
10:47:value:6553:5587802000:
10:18:value:6553:5365105000:
10:21:value:6553:5403001000:
10:25:value:6553:5456949000:
10:9:value:6553:5282683000:
10:34:value:6553:5578362000:
10:35:value:6553:5599916000:
10:11:value:6553:5342517000:
10:20:value:6553:5471906000:
10:46:value:6553:5715115000:
10:45:value:6553:5721427000:
10:8:value:6553:5345362000:
10:4:value:6553:5307737000:
10:50:value:6553:5800582000:
10:31:value:6553:5674744000:
10:6:value:6553:5402766000:
10:30:value:6553:5761937000:
10:1:value:6553:5446905000:
9:42:value:6553:1606130000:
9:50:value:6553:1667336000:
9:15:value:6553:1347339000:
9:10:value:6553:1301772000:
9:8:value:6553:1304025000:
9:19:value:6553:1402527000:
9:18:value:6553:1424313000:
9:41:value:6553:1712773000:
9:17:value:6553:1449099000:
9:38:value:6553:1700059000:
9:44:value:6553:1775252000:
9:23:value:6553:1636516000:
9:29:value:6553:1727853000:
9:31:value:6553:1739596000:
9:48:value:6553:1881083000:
9:45:value:6553:1919997000:
9:16:value:6553:1622647000:
9:5:value:6553:1512180000:
9:13:value:6553:1604983000:
9:7:value:6553:1557799000:
9:9:value:6553:2132946000:
9:35:value:6553:3131793000:
9:33:value:6553:3283748000:
9:32:value:6553:3406413000:
9:36:value:6553:3445238000:
9:20:value:6553:3339506000:
9:37:value:6553:3463723000:
9:34:value:6553:3469508000:
9:11:value:6553:3244021000:
9:21:value:6553:3438493000:
9:27:value:6553:3540619000:
9:49:value:6553:3713702000:
9:25:value:6553:3555897000:
9:26:value:6553:3566500000:
9:6:value:6553:3310643000:
9:28:value:6553:3605384000:
9:12:value:6553:3426459000:
9:46:value:6553:3786440000:
9:1:value:6553:3331487000:
9:24:value:6553:3662693000:
9:22:value:6553:4790853000:
9:40:value:6553:4985804000:
9:14:value:6553:4732755000:
9:47:value:6553:5082650000:
9:39:value:6553:5102082000:
9:2:value:6553:4756816000:
9:30:value:6553:5170385000:
9:4:value:6553:5001373000:
9:3:value:6553:5005263000:
9:43:value:6553:5429641000:
8:49:value:6553:1898745000:
8:37:value:6553:1854370000:
8:26:value:6553:1824116000:
8:1:value:6553:1513198000:
8:45:value:6553:1982360000:
8:40:value:6553:1972588000:
8:17:value:6553:1807640000:
8:24:value:6553:1851493000:
8:2:value:6553:1567535000:
8:13:value:6553:1701308000:
8:50:value:6553:2051446000:
8:39:value:6553:2010659000:
8:3:value:6553:1605344000:
8:46:value:6553:2145111000:
8:27:value:6553:2048419000:
8:9:value:6553:1812573000:
8:8:value:6553:1816694000:
8:25:value:6553:2042908000:
8:23:value:6553:2024439000:
8:18:value:6553:2008617000:
8:28:value:6553:2120785000:
8:41:value:6553:2230768000:
8:43:value:6553:2252162000:
8:22:value:6553:2080638000:
8:21:value:6553:2084634000:
8:6:value:6553:1906035000:
8:35:value:6553:2222109000:
8:20:value:6553:2175632000:
8:7:value:6553:2003557000:
8:19:value:6553:2161019000:
8:10:value:6553:2047557000:
8:29:value:6553:2386445000:
8:42:value:6553:2512988000:
8:11:value:6553:2214818000:
8:12:value:6553:2224177000:
8:15:value:6553:2265932000:
8:4:value:6553:2227747000:
8:44:value:6553:2670382000:
8:30:value:6553:3425274000:
8:34:value:6553:3473978000:
8:32:value:6553:3535066000:
8:31:value:6553:3607069000:
8:38:value:6553:3875335000:
8:16:value:6553:3782111000:
8:36:value:6553:3908565000:
8:33:value:6553:3888857000:
8:5:value:6553:3617175000:
8:48:value:6553:4022421000:
7:49:value:6553:1453649000:
7:48:value:6553:1455064000:
7:47:value:6553:1497727000:
7:46:value:6553:1907785000:
7:50:value:6553:2104826000:
7:32:value:6553:2020608000:
7:35:value:6553:2058454000:
7:45:value:6553:2138729000:
7:6:value:6553:1767003000:
7:39:value:6553:2140671000:
7:25:value:6553:2022532000:
7:42:value:6553:2177264000:
7:44:value:6553:2260591000:
7:1:value:6553:1847565000:
7:13:value:6553:2059495000:
7:37:value:6553:2245072000:
7:41:value:6553:2291971000:
7:4:value:6553:1957106000:
7:9:value:6553:1990448000:
7:11:value:6553:2028917000:
7:38:value:6553:2351328000:
7:20:value:6553:2210748000:
7:28:value:6553:2263535000:
7:19:value:6553:2188323000:
7:30:value:6553:2283759000:
7:36:value:6553:2354498000:
7:31:value:6553:2336018000:
7:22:value:6553:2263753000:
7:40:value:6553:2419387000:
7:23:value:6553:2298886000:
7:15:value:6553:2321480000:
7:34:value:6553:2508054000:
7:10:value:6553:2221038000:
7:33:value:6553:2501827000:
7:14:value:6553:2356106000:
7:7:value:6553:2213549000:
7:12:value:6553:2329630000:
7:43:value:6553:2599172000:
7:2:value:6553:2193251000:
7:3:value:6553:2192349000:
7:8:value:6553:2254978000:
7:26:value:6553:2486935000:
7:21:value:6553:2453340000:
7:5:value:6553:2250606000:
7:27:value:6553:2693783000:
7:29:value:6553:2930301000:
7:16:value:6553:2930314000:
7:24:value:6553:3797129000:
7:18:value:6553:3789651000:
7:17:value:6553:3815460000:
6:49:value:6553:1520621000:
6:41:value:6553:1559222000:
6:50:value:6553:1818536000:
6:48:value:6553:1884228000:
6:32:value:6553:1806923000:
6:23:value:6553:1764381000:
6:20:value:6553:1747651000:
6:47:value:6553:2066301000:
6:46:value:6553:2062075000:
6:42:value:6553:2066552000:
6:16:value:6553:1972279000:
6:25:value:6553:2019942000:
6:27:value:6553:2038053000:
6:22:value:6553:1985509000:
6:26:value:6553:2048563000:
6:40:value:6553:2158908000:
6:30:value:6553:2106994000:
6:3:value:6553:1897759000:
6:9:value:6553:1940582000:
6:8:value:6553:1982058000:
6:33:value:6553:2278222000:
6:4:value:6553:1992702000:
6:5:value:6553:1998059000:
6:1:value:6553:2045609000:
6:45:value:6553:2439328000:
6:39:value:6553:2412564000:
6:10:value:6553:2118640000:
6:18:value:6553:2246535000:
6:29:value:6553:2374157000:
6:17:value:6553:2290757000:
6:2:value:6553:2124189000:
6:14:value:6553:2185168000:
6:19:value:6553:2301357000:
6:28:value:6553:2373549000:
6:15:value:6553:2214749000:
6:37:value:6553:2481397000:
6:24:value:6553:2364700000:
6:11:value:6553:2222897000:
6:7:value:6553:2206417000:
6:43:value:6553:2574464000:
6:6:value:6553:2221654000:
6:44:value:6553:2594415000:
6:12:value:6553:2309076000:
6:35:value:6553:2579528000:
6:36:value:6553:2601792000:
6:34:value:6553:2617107000:
6:38:value:6553:2691721000:
6:13:value:6553:2528173000:
5:36:value:6553:1403772000:
5:35:value:6553:1400325000:
5:33:value:6553:1378486000:
5:19:value:6553:1343429000:
5:27:value:6553:1396283000:
5:37:value:6553:1544010000:
5:34:value:6553:1634472000:
5:20:value:6553:1556895000:
5:48:value:6553:1760326000:
5:26:value:6553:1603954000:
5:28:value:6553:1625915000:
5:9:value:6553:1392482000:
5:31:value:6553:1659725000:
5:2:value:6553:1353939000:
5:11:value:6553:1463806000:
5:22:value:6553:1689732000:
5:6:value:6553:1446228000:
5:21:value:6553:1699212000:
5:13:value:6553:1554905000:
5:39:value:6553:1853761000:
5:16:value:6553:1626087000:
5:40:value:6553:1943458000:
5:43:value:6553:1965006000:
5:49:value:6553:1991870000:
5:38:value:6553:1932163000:
5:32:value:6553:1886682000:
5:46:value:6553:1981452000:
5:14:value:6553:1682570000:
5:50:value:6553:2059125000:
5:4:value:6553:1620818000:
5:17:value:6553:1758107000:
5:12:value:6553:1719343000:
5:29:value:6553:1939511000:
5:47:value:6553:2095954000:
5:45:value:6553:2112850000:
5:23:value:6553:1916843000:
5:3:value:6553:1682479000:
5:7:value:6553:1733331000:
5:42:value:6553:2139626000:
5:10:value:6553:1800258000:
5:18:value:6553:1867085000:
5:25:value:6553:1976385000:
5:5:value:6553:1736160000:
5:1:value:6553:1741714000:
5:30:value:6553:2148497000:
5:44:value:6553:2368288000:
5:24:value:6553:2221123000:
5:8:value:6553:2038275000:
5:41:value:6553:2391651000:
5:15:value:6553:2145464000:
4:47:value:6553:1775080000:
4:31:value:6553:1790231000:
4:10:value:6553:1567279000:
4:35:value:6553:1882290000:
4:41:value:6553:1922260000:
4:48:value:6553:1982254000:
4:46:value:6553:1995189000:
4:5:value:6553:1588554000:
4:50:value:6553:2078061000:
4:3:value:6553:1654344000:
4:49:value:6553:2111482000:
4:2:value:6553:1724686000:
4:14:value:6553:1948761000:
4:36:value:6553:2112381000:
4:15:value:6553:1908885000:
4:45:value:6553:2183616000:
4:43:value:6553:2184017000:
4:13:value:6553:1991213000:
4:24:value:6553:2055034000:
4:34:value:6553:2149365000:
4:19:value:6553:2034529000:
4:20:value:6553:2042673000:
4:17:value:6553:2043891000:
4:44:value:6553:2270230000:
4:27:value:6553:2144157000:
4:42:value:6553:2278916000:
4:38:value:6553:2255434000:
4:40:value:6553:2274897000:
4:26:value:6553:2156005000:
4:29:value:6553:2262359000:
4:30:value:6553:2273343000:
4:25:value:6553:2248478000:
4:7:value:6553:2054027000:
4:12:value:6553:2138781000:
4:18:value:6553:2266145000:
4:22:value:6553:2287808000:
4:21:value:6553:2285795000:
4:11:value:6553:2141541000:
4:1:value:6553:2080647000:
4:23:value:6553:2322671000:
4:37:value:6553:2463929000:
4:4:value:6553:2148767000:
4:33:value:6553:2492933000:
4:9:value:6553:2223407000:
4:16:value:6553:2431852000:
4:6:value:6553:2309534000:
4:8:value:6553:2379407000:
4:39:value:6553:2749638000:
4:32:value:6553:2712438000:
3:41:value:6553:1162111000:
3:42:value:6553:1241002000:
3:40:value:6553:1230976000:
3:39:value:6553:1339150000:
3:26:value:6553:1274009000:
3:37:value:6553:1372425000:
3:38:value:6553:1385552000:
3:33:value:6553:1329314000:
3:24:value:6553:1665153000:
3:35:value:6553:1726816000:
3:50:value:6553:1815396000:
3:7:value:6553:1405205000:
3:20:value:6553:1546986000:
3:25:value:6553:1679587000:
3:12:value:6553:1465365000:
3:48:value:6553:1816295000:
3:29:value:6553:1664059000:
3:43:value:6553:1797427000:
3:14:value:6553:1478773000:
3:11:value:6553:1467565000:
3:23:value:6553:1563680000:
3:44:value:6553:1811640000:
3:36:value:6553:1768810000:
3:18:value:6553:1595814000:
3:45:value:6553:1870959000:
3:19:value:6553:1608586000:
3:5:value:6553:1468685000:
3:22:value:6553:1637243000:
3:13:value:6553:1556285000:
3:28:value:6553:1758668000:
3:6:value:6553:1520950000:
3:21:value:6553:1657451000:
3:27:value:6553:1770069000:
3:47:value:6553:1938784000:
3:8:value:6553:1555343000:
3:3:value:6553:1509693000:
3:4:value:6553:1595984000:
3:49:value:6553:2054968000:
3:1:value:6553:1607516000:
3:9:value:6553:1698412000:
3:46:value:6553:2073533000:
3:10:value:6553:1728743000:
3:34:value:6553:1995068000:
3:15:value:6553:1778424000:
3:2:value:6553:1635486000:
3:17:value:6553:1817111000:
3:16:value:6553:1805272000:
3:32:value:6553:1991256000:
3:31:value:6553:2929877000:
2:39:value:6553:1299154000:
2:32:value:6553:1286239000:
2:36:value:6553:1326285000:
2:33:value:6553:1362423000:
2:29:value:6553:1337716000:
2:38:value:6553:1402095000:
2:35:value:6553:1394610000:
2:37:value:6553:1422254000:
2:34:value:6553:1394083000:
2:30:value:6553:1379020000:
2:22:value:6553:1333062000:
2:4:value:6553:1127514000:
2:24:value:6553:1405894000:
2:31:value:6553:1463644000:
2:28:value:6553:1448959000:
